item,ibge
http://www.wikidata.org/entity/Q2009368,2509396
http://www.wikidata.org/entity/Q764440,2509404
http://www.wikidata.org/entity/Q1808648,2509503
http://www.wikidata.org/entity/Q2010356,2509602
http://www.wikidata.org/entity/Q1808426,2509701
http://www.wikidata.org/entity/Q2341988,2509800
http://www.wikidata.org/entity/Q2008665,2509909
http://www.wikidata.org/entity/Q2009331,2510006
http://www.wikidata.org/entity/Q521125,2510105
http://www.wikidata.org/entity/Q2048449,2510204
http://www.wikidata.org/entity/Q658619,2510303
http://www.wikidata.org/entity/Q2009341,2510402
http://www.wikidata.org/entity/Q1816157,2510501
http://www.wikidata.org/entity/Q2008376,2510600
http://www.wikidata.org/entity/Q2103106,2510659
http://www.wikidata.org/entity/Q2104849,2510709
http://www.wikidata.org/entity/Q1966384,2510808
http://www.wikidata.org/entity/Q2081885,2510907
http://www.wikidata.org/entity/Q2342000,2511004
http://www.wikidata.org/entity/Q2009239,2511103
http://www.wikidata.org/entity/Q2009248,2511202
http://www.wikidata.org/entity/Q2009920,2511301
http://www.wikidata.org/entity/Q2008685,2511400
http://www.wikidata.org/entity/Q731296,2511509
http://www.wikidata.org/entity/Q2067408,2511608
http://www.wikidata.org/entity/Q2011307,2511707
http://www.wikidata.org/entity/Q1870026,2511806
http://www.wikidata.org/entity/Q2008741,2511905
http://www.wikidata.org/entity/Q1816070,2512002
http://www.wikidata.org/entity/Q734849,2512036
http://www.wikidata.org/entity/Q1829476,2512077
http://www.wikidata.org/entity/Q2078751,2512101
http://www.wikidata.org/entity/Q2329634,2512200
http://www.wikidata.org/entity/Q2095104,2512309
http://www.wikidata.org/entity/Q2011046,2512408
http://www.wikidata.org/entity/Q782948,2512507
http://www.wikidata.org/entity/Q2077775,2512606
http://www.wikidata.org/entity/Q289067,2512705
http://www.wikidata.org/entity/Q2064424,2512721
http://www.wikidata.org/entity/Q2329696,2512747
http://www.wikidata.org/entity/Q2008384,2512754
http://www.wikidata.org/entity/Q969630,2512762
http://www.wikidata.org/entity/Q2009287,2512788
http://www.wikidata.org/entity/Q1897689,2512804
http://www.wikidata.org/entity/Q2085541,2512903
http://www.wikidata.org/entity/Q2065031,2513000
http://www.wikidata.org/entity/Q2009391,2513109
http://www.wikidata.org/entity/Q2102814,2513158
http://www.wikidata.org/entity/Q2329762,2513208
http://www.wikidata.org/entity/Q2329779,2513307
http://www.wikidata.org/entity/Q649347,2513356
http://www.wikidata.org/entity/Q2329720,2513406
http://www.wikidata.org/entity/Q2010753,2513505
http://www.wikidata.org/entity/Q2009875,2513604
http://www.wikidata.org/entity/Q2098422,2513653
http://www.wikidata.org/entity/Q1937304,2513703
http://www.wikidata.org/entity/Q680275,2513802
http://www.wikidata.org/entity/Q2078761,2513851
http://www.wikidata.org/entity/Q767395,2513901
http://www.wikidata.org/entity/Q2009398,2513927
http://www.wikidata.org/entity/Q377255,2513943
http://www.wikidata.org/entity/Q224967,2513968
http://www.wikidata.org/entity/Q375711,2513984
http://www.wikidata.org/entity/Q2008734,2514008
http://www.wikidata.org/entity/Q2009071,2514107
http://www.wikidata.org/entity/Q2009321,2514206
http://www.wikidata.org/entity/Q2010404,2514305
http://www.wikidata.org/entity/Q2010579,2514404
http://www.wikidata.org/entity/Q2009265,2514453
http://www.wikidata.org/entity/Q2010773,2514503
http://www.wikidata.org/entity/Q1808707,2514552
http://www.wikidata.org/entity/Q936607,2514602
http://www.wikidata.org/entity/Q644127,2514651
http://www.wikidata.org/entity/Q2008367,2514701
http://www.wikidata.org/entity/Q2008760,2514800
http://www.wikidata.org/entity/Q1999321,2514909
http://www.wikidata.org/entity/Q2008694,2515005
http://www.wikidata.org/entity/Q2009298,2515104
http://www.wikidata.org/entity/Q2008699,2515203
http://www.wikidata.org/entity/Q2008707,2515302
http://www.wikidata.org/entity/Q2008358,2515401
http://www.wikidata.org/entity/Q2009097,2515500
http://www.wikidata.org/entity/Q1962737,2515609
http://www.wikidata.org/entity/Q2010952,2515708
http://www.wikidata.org/entity/Q1979460,2515807
http://www.wikidata.org/entity/Q2064614,2515906
http://www.wikidata.org/entity/Q1973538,2515930
http://www.wikidata.org/entity/Q2078739,2515971
http://www.wikidata.org/entity/Q2010744,2516003
http://www.wikidata.org/entity/Q2066120,2516102
http://www.wikidata.org/entity/Q2010762,2516151
http://www.wikidata.org/entity/Q2011653,2516201
http://www.wikidata.org/entity/Q2008324,2516300
http://www.wikidata.org/entity/Q1816133,2516409
http://www.wikidata.org/entity/Q2329707,2516508
http://www.wikidata.org/entity/Q2099625,2516607
http://www.wikidata.org/entity/Q1004229,2516706
http://www.wikidata.org/entity/Q1875004,2516755
http://www.wikidata.org/entity/Q2097715,2516805
http://www.wikidata.org/entity/Q2010393,2516904
http://www.wikidata.org/entity/Q1815057,2517001
http://www.wikidata.org/entity/Q2065255,2517100
http://www.wikidata.org/entity/Q2009892,2517209
http://www.wikidata.org/entity/Q1808686,2517407
http://www.wikidata.org/entity/Q536569,2600054
http://www.wikidata.org/entity/Q1761348,2600104
http://www.wikidata.org/entity/Q2065815,2600203
http://www.wikidata.org/entity/Q1787629,2600302
http://www.wikidata.org/entity/Q1804038,2600401
http://www.wikidata.org/entity/Q2013722,2600500
http://www.wikidata.org/entity/Q938278,2600609
http://www.wikidata.org/entity/Q2010570,2600708
http://www.wikidata.org/entity/Q1844246,2600807
http://www.wikidata.org/entity/Q1839783,2600906
http://www.wikidata.org/entity/Q1987808,2601003
http://www.wikidata.org/entity/Q2010873,2601052
http://www.wikidata.org/entity/Q626344,2601102
http://www.wikidata.org/entity/Q637902,2601201
http://www.wikidata.org/entity/Q1811106,2601300
http://www.wikidata.org/entity/Q2102404,2601409
http://www.wikidata.org/entity/Q746519,2601508
http://www.wikidata.org/entity/Q1811159,2601607
http://www.wikidata.org/entity/Q949079,2601706
http://www.wikidata.org/entity/Q2065057,2601805
http://www.wikidata.org/entity/Q2011830,2601904
http://www.wikidata.org/entity/Q524487,2602001
http://www.wikidata.org/entity/Q568749,2602100
http://www.wikidata.org/entity/Q2097751,2602209
http://www.wikidata.org/entity/Q2341964,2602308
http://www.wikidata.org/entity/Q2065806,2602407
http://www.wikidata.org/entity/Q682185,2602506
http://www.wikidata.org/entity/Q1807223,2602605
http://www.wikidata.org/entity/Q2101554,2602704
http://www.wikidata.org/entity/Q1809636,2602803
http://www.wikidata.org/entity/Q1637538,2602902
http://www.wikidata.org/entity/Q2010855,2603009
http://www.wikidata.org/entity/Q2099535,2603108
http://www.wikidata.org/entity/Q1008259,2603207
http://www.wikidata.org/entity/Q2088907,2603306
http://www.wikidata.org/entity/Q2010836,2603405
http://www.wikidata.org/entity/Q1761143,2603454
http://www.wikidata.org/entity/Q1811052,2603504
http://www.wikidata.org/entity/Q1814461,2603603
http://www.wikidata.org/entity/Q2064820,2603702
http://www.wikidata.org/entity/Q2064882,2603801
http://www.wikidata.org/entity/Q2064956,2603900
http://www.wikidata.org/entity/Q682035,2603926
http://www.wikidata.org/entity/Q1993877,2604007
http://www.wikidata.org/entity/Q622830,2604106
http://www.wikidata.org/entity/Q923741,2604155
http://www.wikidata.org/entity/Q2011032,2604205
http://www.wikidata.org/entity/Q716874,2604304
http://www.wikidata.org/entity/Q1811142,2604403
http://www.wikidata.org/entity/Q2010970,2604502
http://www.wikidata.org/entity/Q507095,2604601
http://www.wikidata.org/entity/Q776802,2604700
http://www.wikidata.org/entity/Q2064746,2604809
http://www.wikidata.org/entity/Q2089188,2604908
http://www.wikidata.org/entity/Q1916653,2605004
http://www.wikidata.org/entity/Q2013538,2605103
http://www.wikidata.org/entity/Q1811064,2605152
http://www.wikidata.org/entity/Q2102479,2605202
http://www.wikidata.org/entity/Q2064727,2605301
http://www.wikidata.org/entity/Q1869240,2605400
http://www.wikidata.org/entity/Q2078233,2605509
http://www.wikidata.org/entity/Q2105990,2605608
http://www.wikidata.org/entity/Q2464842,2605707
http://www.wikidata.org/entity/Q2011848,2605806
http://www.wikidata.org/entity/Q2064836,2605905
http://www.wikidata.org/entity/Q771575,2606002
http://www.wikidata.org/entity/Q1804101,2606101
http://www.wikidata.org/entity/Q1767210,2606200
http://www.wikidata.org/entity/Q2102421,2606309
http://www.wikidata.org/entity/Q535373,2606408
http://www.wikidata.org/entity/Q2011836,2606507
http://www.wikidata.org/entity/Q1804109,2606606
http://www.wikidata.org/entity/Q1849689,2606705
http://www.wikidata.org/entity/Q1787619,2606804
http://www.wikidata.org/entity/Q2010845,2606903
http://www.wikidata.org/entity/Q2309727,2607000
http://www.wikidata.org/entity/Q2010935,2607109
http://www.wikidata.org/entity/Q1796462,2607208
http://www.wikidata.org/entity/Q743369,2607307
http://www.wikidata.org/entity/Q1804119,2607406
http://www.wikidata.org/entity/Q2011784,2607505
http://www.wikidata.org/entity/Q587114,2607604
http://www.wikidata.org/entity/Q2433604,2607653
http://www.wikidata.org/entity/Q2010880,2607703
http://www.wikidata.org/entity/Q1804093,2607752
http://www.wikidata.org/entity/Q2010908,2607802
http://www.wikidata.org/entity/Q271393,2607901
http://www.wikidata.org/entity/Q2011203,2607950
http://www.wikidata.org/entity/Q2064753,2608008
http://www.wikidata.org/entity/Q2472554,2608057
http://www.wikidata.org/entity/Q786899,2608107
http://www.wikidata.org/entity/Q1401082,2608206
http://www.wikidata.org/entity/Q1852062,2608255
http://www.wikidata.org/entity/Q2013547,2608305
http://www.wikidata.org/entity/Q2104639,2608404
http://www.wikidata.org/entity/Q2010890,2608453
http://www.wikidata.org/entity/Q1887813,2608503
http://www.wikidata.org/entity/Q2013643,2608602
http://www.wikidata.org/entity/Q2013715,2608701
http://www.wikidata.org/entity/Q2103088,2608750
http://www.wikidata.org/entity/Q2078213,2608800
http://www.wikidata.org/entity/Q2064902,2608909
http://www.wikidata.org/entity/Q2077831,2609006
http://www.wikidata.org/entity/Q2064965,2609105
http://www.wikidata.org/entity/Q1895257,2609154
http://www.wikidata.org/entity/Q2011013,2609204
http://www.wikidata.org/entity/Q2011780,2609303
http://www.wikidata.org/entity/Q2012258,2609402
http://www.wikidata.org/entity/Q1811182,2609501
http://www.wikidata.org/entity/Q28301,2609600
http://www.wikidata.org/entity/Q2013693,2609709
http://www.wikidata.org/entity/Q2010863,2609808
http://www.wikidata.org/entity/Q2064430,2609907
http://www.wikidata.org/entity/Q547095,2610004
http://www.wikidata.org/entity/Q2011342,2610103
http://www.wikidata.org/entity/Q2013681,2610202
http://www.wikidata.org/entity/Q2011819,2610301
http://www.wikidata.org/entity/Q2101450,2610400
http://www.wikidata.org/entity/Q2011285,2610509
http://www.wikidata.org/entity/Q674432,2610608
http://www.wikidata.org/entity/Q949833,2610707
http://www.wikidata.org/entity/Q2013605,2610806
http://www.wikidata.org/entity/Q1008230,2610905
http://www.wikidata.org/entity/Q2106455,2611002
http://www.wikidata.org/entity/Q842143,2611101
http://www.wikidata.org/entity/Q1809609,2611200
http://www.wikidata.org/entity/Q2309699,2611309
http://www.wikidata.org/entity/Q2099821,2611408
http://www.wikidata.org/entity/Q2011039,2611507
http://www.wikidata.org/entity/Q2034566,2611533
http://www.wikidata.org/entity/Q48344,2611606
http://www.wikidata.org/entity/Q1964406,2611705
http://www.wikidata.org/entity/Q2088935,2611804
http://www.wikidata.org/entity/Q2011054,2611903
http://www.wikidata.org/entity/Q257236,2612000
http://www.wikidata.org/entity/Q2278378,2612109
http://www.wikidata.org/entity/Q2102772,2612208
http://www.wikidata.org/entity/Q2065190,2612307
http://www.wikidata.org/entity/Q1991944,2612406
http://www.wikidata.org/entity/Q2430789,2612455
http://www.wikidata.org/entity/Q2010927,2612471
http://www.wikidata.org/entity/Q2082237,2612505
http://www.wikidata.org/entity/Q2088926,2612554
http://www.wikidata.org/entity/Q2010898,2612604
http://www.wikidata.org/entity/Q2013573,2612703
http://www.wikidata.org/entity/Q2456298,2612802
http://www.wikidata.org/entity/Q2010993,2612901
http://www.wikidata.org/entity/Q2078660,2613008
http://www.wikidata.org/entity/Q777635,2613107
http://www.wikidata.org/entity/Q2355766,2613206
http://www.wikidata.org/entity/Q2013565,2613305
http://www.wikidata.org/entity/Q573729,2613404
http://www.wikidata.org/entity/Q2011317,2613503
http://www.wikidata.org/entity/Q1911145,2613602
http://www.wikidata.org/entity/Q1796467,2613701
http://www.wikidata.org/entity/Q2097693,2613800
http://www.wikidata.org/entity/Q2000133,2613909
http://www.wikidata.org/entity/Q2013706,2614006
http://www.wikidata.org/entity/Q2011023,2614105
http://www.wikidata.org/entity/Q929655,2614204
http://www.wikidata.org/entity/Q2011296,2614303
http://www.wikidata.org/entity/Q2064859,2614402
http://www.wikidata.org/entity/Q2064701,2614501
http://www.wikidata.org/entity/Q2078322,2614600
http://www.wikidata.org/entity/Q2013728,2614709
http://www.wikidata.org/entity/Q2011003,2614808
http://www.wikidata.org/entity/Q2011531,2614857
http://www.wikidata.org/entity/Q2011859,2615003
http://www.wikidata.org/entity/Q2064935,2615102
http://www.wikidata.org/entity/Q2604168,2615201
http://www.wikidata.org/entity/Q929867,2615300
http://www.wikidata.org/entity/Q2013594,2615409
http://www.wikidata.org/entity/Q1870479,2615508
http://www.wikidata.org/entity/Q2355756,2615607
http://www.wikidata.org/entity/Q679786,2615706
http://www.wikidata.org/entity/Q1804078,2615805
http://www.wikidata.org/entity/Q2077835,2615904
http://www.wikidata.org/entity/Q1804048,2616001
http://www.wikidata.org/entity/Q2013582,2616100
http://www.wikidata.org/entity/Q2013655,2616183
http://www.wikidata.org/entity/Q2065306,2616209
http://www.wikidata.org/entity/Q2010783,2616308
http://www.wikidata.org/entity/Q985685,2616407
http://www.wikidata.org/entity/Q1111243,2616506
http://www.wikidata.org/entity/Q1808899,2700102
http://www.wikidata.org/entity/Q2028005,2700201
http://www.wikidata.org/entity/Q626175,2700300
http://www.wikidata.org/entity/Q928274,2700409
http://www.wikidata.org/entity/Q1795908,2700508
http://www.wikidata.org/entity/Q2027348,2700607
http://www.wikidata.org/entity/Q2028288,2700706
http://www.wikidata.org/entity/Q2028301,2700805
http://www.wikidata.org/entity/Q1795566,2700904
http://www.wikidata.org/entity/Q1772672,2701001
http://www.wikidata.org/entity/Q2021035,2701100
http://www.wikidata.org/entity/Q1808791,2701209
http://www.wikidata.org/entity/Q2019063,2701308
http://www.wikidata.org/entity/Q2028637,2701357
http://www.wikidata.org/entity/Q2028275,2701407
http://www.wikidata.org/entity/Q1814259,2701506
http://www.wikidata.org/entity/Q1796020,2701605
http://www.wikidata.org/entity/Q1955261,2701704
http://www.wikidata.org/entity/Q1808880,2701803
http://www.wikidata.org/entity/Q2021044,2701902
http://www.wikidata.org/entity/Q1816142,2702009
http://www.wikidata.org/entity/Q1795581,2702108
http://www.wikidata.org/entity/Q1816094,2702207
http://www.wikidata.org/entity/Q1796426,2702306
http://www.wikidata.org/entity/Q1795950,2702355
http://www.wikidata.org/entity/Q1808849,2702405
http://www.wikidata.org/entity/Q988800,2702504
http://www.wikidata.org/entity/Q1795573,2702553
http://www.wikidata.org/entity/Q520936,2702603
http://www.wikidata.org/entity/Q649495,2702702
http://www.wikidata.org/entity/Q1816177,2702801
http://www.wikidata.org/entity/Q768122,2702900
http://www.wikidata.org/entity/Q2021130,2703007
http://www.wikidata.org/entity/Q1808097,2703106
http://www.wikidata.org/entity/Q594183,2703205
http://www.wikidata.org/entity/Q2021140,2703304
http://www.wikidata.org/entity/Q1816248,2703403
http://www.wikidata.org/entity/Q1808734,2703502
http://www.wikidata.org/entity/Q1808087,2703601
http://www.wikidata.org/entity/Q1815918,2703700
http://www.wikidata.org/entity/Q1808524,2703759
http://www.wikidata.org/entity/Q2027123,2703809
http://www.wikidata.org/entity/Q2020978,2703908
http://www.wikidata.org/entity/Q1808328,2704005
http://www.wikidata.org/entity/Q1795976,2704104
http://www.wikidata.org/entity/Q961349,2704203
http://www.wikidata.org/entity/Q168888,2704302
http://www.wikidata.org/entity/Q1808271,2704401
http://www.wikidata.org/entity/Q971736,2704500
http://www.wikidata.org/entity/Q1814508,2704609
http://www.wikidata.org/entity/Q985275,2704708
http://www.wikidata.org/entity/Q2021217,2704807
http://www.wikidata.org/entity/Q2028214,2704906
http://www.wikidata.org/entity/Q2027641,2705002
http://www.wikidata.org/entity/Q2013614,2705101
http://www.wikidata.org/entity/Q2028160,2705200
http://www.wikidata.org/entity/Q767029,2705309
http://www.wikidata.org/entity/Q2013634,2705408
http://www.wikidata.org/entity/Q1795628,2705507
http://www.wikidata.org/entity/Q1816167,2705606
http://www.wikidata.org/entity/Q1815966,2705705
http://www.wikidata.org/entity/Q1808294,2705804
http://www.wikidata.org/entity/Q1795548,2705903
http://www.wikidata.org/entity/Q950712,2706000
http://www.wikidata.org/entity/Q2355814,2706109
http://www.wikidata.org/entity/Q511396,2706208
http://www.wikidata.org/entity/Q948268,2706307
http://www.wikidata.org/entity/Q2027100,2706406
http://www.wikidata.org/entity/Q1795935,2706422
http://www.wikidata.org/entity/Q1795979,2706448
http://www.wikidata.org/entity/Q1772652,2706505
http://www.wikidata.org/entity/Q1800877,2706604
http://www.wikidata.org/entity/Q1772658,2706703
http://www.wikidata.org/entity/Q1772595,2706802
http://www.wikidata.org/entity/Q2013557,2706901
http://www.wikidata.org/entity/Q1800867,2707008
http://www.wikidata.org/entity/Q1998967,2707107
http://www.wikidata.org/entity/Q1795960,2707206
http://www.wikidata.org/entity/Q1772636,2707305
http://www.wikidata.org/entity/Q1796131,2707404
http://www.wikidata.org/entity/Q22036573,2707503
http://www.wikidata.org/entity/Q1772591,2707602
http://www.wikidata.org/entity/Q530211,2707701
http://www.wikidata.org/entity/Q2015625,2707800
http://www.wikidata.org/entity/Q1816274,2707909
http://www.wikidata.org/entity/Q2021116,2708006
http://www.wikidata.org/entity/Q1808118,2708105
http://www.wikidata.org/entity/Q22035039,2708204
http://www.wikidata.org/entity/Q1808170,2708303
http://www.wikidata.org/entity/Q1808190,2708402
http://www.wikidata.org/entity/Q1808105,2708501
http://www.wikidata.org/entity/Q1816037,2708600
http://www.wikidata.org/entity/Q740975,2708709
http://www.wikidata.org/entity/Q2014339,2708808
http://www.wikidata.org/entity/Q1795925,2708907
http://www.wikidata.org/entity/Q1795898,2708956
http://www.wikidata.org/entity/Q1772722,2709004
http://www.wikidata.org/entity/Q22061199,2709103
http://www.wikidata.org/entity/Q1795888,2709152
http://www.wikidata.org/entity/Q1772703,2709202
http://www.wikidata.org/entity/Q22063263,2709301
http://www.wikidata.org/entity/Q22063262,2709400
http://www.wikidata.org/entity/Q1802043,2800100
http://www.wikidata.org/entity/Q2013098,2800209
http://www.wikidata.org/entity/Q170578,2800308
http://www.wikidata.org/entity/Q1802037,2800407
http://www.wikidata.org/entity/Q949854,2800506
http://www.wikidata.org/entity/Q1784872,2800605
http://www.wikidata.org/entity/Q746187,2800670
http://www.wikidata.org/entity/Q1802013,2800704
http://www.wikidata.org/entity/Q1801972,2801009
http://www.wikidata.org/entity/Q1801984,2801108
http://www.wikidata.org/entity/Q1807399,2801207
http://www.wikidata.org/entity/Q726730,2801306
http://www.wikidata.org/entity/Q2013076,2801405
http://www.wikidata.org/entity/Q1801997,2801504
http://www.wikidata.org/entity/Q2013083,2801603
http://www.wikidata.org/entity/Q1802492,2801702
http://www.wikidata.org/entity/Q656402,2801900
http://www.wikidata.org/entity/Q1802021,2802007
http://www.wikidata.org/entity/Q1005942,2802106
http://www.wikidata.org/entity/Q2078439,2802205
http://www.wikidata.org/entity/Q588822,2802304
http://www.wikidata.org/entity/Q2013193,2802403
http://www.wikidata.org/entity/Q1802002,2802502
http://www.wikidata.org/entity/Q647366,2802601
http://www.wikidata.org/entity/Q1801964,2802700
http://www.wikidata.org/entity/Q2013163,2802809
http://www.wikidata.org/entity/Q1784050,2802908
http://www.wikidata.org/entity/Q1802007,2803005
http://www.wikidata.org/entity/Q1929327,2803104
http://www.wikidata.org/entity/Q1807361,2803203
http://www.wikidata.org/entity/Q2013178,2803302
http://www.wikidata.org/entity/Q1112881,2803401
http://www.wikidata.org/entity/Q2288052,2803500
http://www.wikidata.org/entity/Q2014486,2803609
http://www.wikidata.org/entity/Q2013214,2803708
http://www.wikidata.org/entity/Q2078302,2803807
http://www.wikidata.org/entity/Q2013198,2803906
http://www.wikidata.org/entity/Q609459,2804003
http://www.wikidata.org/entity/Q1857645,2804102
http://www.wikidata.org/entity/Q22038204,2804201
http://www.wikidata.org/entity/Q2079696,2804300
http://www.wikidata.org/entity/Q2011928,2804409
http://www.wikidata.org/entity/Q2089228,2804458
http://www.wikidata.org/entity/Q22038535,2804508
http://www.wikidata.org/entity/Q22038537,2804607
http://www.wikidata.org/entity/Q2011901,2804706
http://www.wikidata.org/entity/Q1800687,2804805
http://www.wikidata.org/entity/Q2307488,2804904
http://www.wikidata.org/entity/Q2078330,2805000
http://www.wikidata.org/entity/Q2013116,2805109
http://www.wikidata.org/entity/Q2171696,2805208
http://www.wikidata.org/entity/Q1809608,2805307
http://www.wikidata.org/entity/Q430927,2805406
http://www.wikidata.org/entity/Q22036374,2805505
http://www.wikidata.org/entity/Q2014466,2805604
http://www.wikidata.org/entity/Q1807371,2805703
http://www.wikidata.org/entity/Q22034271,2805802
http://www.wikidata.org/entity/Q2347679,2805901
http://www.wikidata.org/entity/Q2079747,2806008
http://www.wikidata.org/entity/Q2013205,2806107
http://www.wikidata.org/entity/Q2013090,2806206
http://www.wikidata.org/entity/Q2089266,2806305
http://www.wikidata.org/entity/Q668375,2806404
http://www.wikidata.org/entity/Q2083175,2806503
http://www.wikidata.org/entity/Q371369,2806602
http://www.wikidata.org/entity/Q839003,2806701
http://www.wikidata.org/entity/Q1999718,2806800
http://www.wikidata.org/entity/Q2331416,2806909
http://www.wikidata.org/entity/Q2089289,2807006
http://www.wikidata.org/entity/Q1848973,2807105
http://www.wikidata.org/entity/Q1975957,2807204
http://www.wikidata.org/entity/Q22063215,2807303
http://www.wikidata.org/entity/Q22033542,2807402
http://www.wikidata.org/entity/Q22033560,2807501
http://www.wikidata.org/entity/Q22063214,2807600
http://www.wikidata.org/entity/Q1645077,2900108
http://www.wikidata.org/entity/Q1647789,2900207
http://www.wikidata.org/entity/Q1761962,2900306
http://www.wikidata.org/entity/Q1762152,2900355
http://www.wikidata.org/entity/Q1762459,2900405
http://www.wikidata.org/entity/Q1793641,2900504
http://www.wikidata.org/entity/Q560381,2900603
http://www.wikidata.org/entity/Q22050101,2900702
http://www.wikidata.org/entity/Q22063205,2900801
http://www.wikidata.org/entity/Q1762121,2900900
http://www.wikidata.org/entity/Q1648060,2901007
http://www.wikidata.org/entity/Q654725,2901106
http://www.wikidata.org/entity/Q1762100,2901155
http://www.wikidata.org/entity/Q1772546,2901205
http://www.wikidata.org/entity/Q490022,2901304
http://www.wikidata.org/entity/Q1796352,2901353
http://www.wikidata.org/entity/Q1762342,2901403
http://www.wikidata.org/entity/Q1761950,2901502
http://www.wikidata.org/entity/Q22063195,2901601
http://www.wikidata.org/entity/Q1772510,2901700
http://www.wikidata.org/entity/Q1772563,2901809
http://www.wikidata.org/entity/Q1762391,2901908
http://www.wikidata.org/entity/Q1772630,2901957
http://www.wikidata.org/entity/Q1762365,2902005
http://www.wikidata.org/entity/Q1762140,2902054
http://www.wikidata.org/entity/Q22063188,2902104
http://www.wikidata.org/entity/Q1762004,2902203
http://www.wikidata.org/entity/Q1648079,2902252
http://www.wikidata.org/entity/Q1762335,2902302
http://www.wikidata.org/entity/Q513600,2902401
http://www.wikidata.org/entity/Q1761984,2902500
http://www.wikidata.org/entity/Q1762467,2902609
http://www.wikidata.org/entity/Q1761992,2902658
http://www.wikidata.org/entity/Q2013948,2902708
http://www.wikidata.org/entity/Q1795377,2902807
http://www.wikidata.org/entity/Q1761997,2902906
http://www.wikidata.org/entity/Q1761974,2903003
http://www.wikidata.org/entity/Q1761936,2903102
http://www.wikidata.org/entity/Q1384520,2903201
http://www.wikidata.org/entity/Q2028167,2903235
http://www.wikidata.org/entity/Q1808142,2903276
http://www.wikidata.org/entity/Q1761886,2903300
http://www.wikidata.org/entity/Q816112,2903409
http://www.wikidata.org/entity/Q642874,2903508
http://www.wikidata.org/entity/Q865464,2903607
http://www.wikidata.org/entity/Q1772514,2903706
http://www.wikidata.org/entity/Q770067,2903805
http://www.wikidata.org/entity/Q891727,2903904
http://www.wikidata.org/entity/Q1762021,2903953
http://www.wikidata.org/entity/Q1795278,2904001
http://www.wikidata.org/entity/Q1808128,2904050
http://www.wikidata.org/entity/Q1772521,2904100
http://www.wikidata.org/entity/Q1762094,2904209
http://www.wikidata.org/entity/Q1800651,2904308
http://www.wikidata.org/entity/Q1761968,2904407
http://www.wikidata.org/entity/Q1762399,2904506
http://www.wikidata.org/entity/Q1808298,2904605
http://www.wikidata.org/entity/Q1761955,2904704
http://www.wikidata.org/entity/Q1795342,2904753
http://www.wikidata.org/entity/Q1648887,2904803
http://www.wikidata.org/entity/Q980565,2904852
http://www.wikidata.org/entity/Q985576,2904902
http://www.wikidata.org/entity/Q1795313,2905008
http://www.wikidata.org/entity/Q1946795,2905107
http://www.wikidata.org/entity/Q1762013,2905156
http://www.wikidata.org/entity/Q1795371,2905206
http://www.wikidata.org/entity/Q1808307,2905305
http://www.wikidata.org/entity/Q960632,2905404
http://www.wikidata.org/entity/Q283971,2905503
http://www.wikidata.org/entity/Q1772542,2905602
http://www.wikidata.org/entity/Q1136204,2905701
http://www.wikidata.org/entity/Q1795776,2905800
http://www.wikidata.org/entity/Q1798839,2905909
http://www.wikidata.org/entity/Q1808046,2906006
http://www.wikidata.org/entity/Q1806851,2906105
http://www.wikidata.org/entity/Q674476,2906204
http://www.wikidata.org/entity/Q1772515,2906303
http://www.wikidata.org/entity/Q1795769,2906402
http://www.wikidata.org/entity/Q1762379,2906501
http://www.wikidata.org/entity/Q1798833,2906600
http://www.wikidata.org/entity/Q597716,2906709
http://www.wikidata.org/entity/Q508999,2906808
http://www.wikidata.org/entity/Q653656,2906824
http://www.wikidata.org/entity/Q961459,2906857
http://www.wikidata.org/entity/Q1795362,2906873
http://www.wikidata.org/entity/Q1800637,2906899
http://www.wikidata.org/entity/Q985956,2906907
http://www.wikidata.org/entity/Q1761958,2907004
http://www.wikidata.org/entity/Q985608,2907103
http://www.wikidata.org/entity/Q1795593,2907202
http://www.wikidata.org/entity/Q1764155,2907301
http://www.wikidata.org/entity/Q747832,2907400
http://www.wikidata.org/entity/Q1762371,2907509
http://www.wikidata.org/entity/Q1795587,2907558
http://www.wikidata.org/entity/Q2021433,2907608
http://www.wikidata.org/entity/Q1796395,2907707
http://www.wikidata.org/entity/Q1761858,2907806
http://www.wikidata.org/entity/Q1762353,2907905
http://www.wikidata.org/entity/Q264690,2908002
http://www.wikidata.org/entity/Q2028150,2908101
http://www.wikidata.org/entity/Q1762474,2908200
http://www.wikidata.org/entity/Q1772585,2908309
http://www.wikidata.org/entity/Q1772525,2908408
http://www.wikidata.org/entity/Q988781,2908507
http://www.wikidata.org/entity/Q1003399,2908606
http://www.wikidata.org/entity/Q596466,2908705
http://www.wikidata.org/entity/Q1796433,2908804
http://www.wikidata.org/entity/Q1762086,2908903
http://www.wikidata.org/entity/Q1800634,2909000
http://www.wikidata.org/entity/Q1645061,2909109
http://www.wikidata.org/entity/Q1772667,2909208
http://www.wikidata.org/entity/Q1061205,2909307
http://www.wikidata.org/entity/Q1761906,2909406
http://www.wikidata.org/entity/Q1795391,2909505
http://www.wikidata.org/entity/Q578451,2909604
http://www.wikidata.org/entity/Q1761896,2909703
http://www.wikidata.org/entity/Q1648067,2909802
http://www.wikidata.org/entity/Q677518,2909901
http://www.wikidata.org/entity/Q776188,2910008
http://www.wikidata.org/entity/Q1761912,2910057
http://www.wikidata.org/entity/Q963778,2910107
http://www.wikidata.org/entity/Q1761928,2910206
